total_weeks,trade_weeks,skip_weeks,cum_basket_return_pct,cum_spy_return_pct,cum_active_return_pct,hit_rate_pct,avg_active_return_pct,max_drawdown_pct,time_in_market_pct,last_updated
1,1,0,-0.6018912464341941,1.0968042648644039,-1.698695511298598,0.0,-1.6986955112986029,0.0,100.0,2026-01-19 15:28:16
