total_weeks,trade_weeks,skip_weeks,cum_basket_return_pct,cum_spy_return_pct,cum_active_return_pct,hit_rate_pct,avg_active_return_pct,max_drawdown_pct,time_in_market_pct,last_updated
1,1,0,-1.5367599631905815,-0.6355993833086049,-0.9011605798819766,0.0,-0.9011605798819714,0.0,100.0,2026-01-25 02:58:15
